"","carat","cut","color","clarity","price"
"655",0.31,"Premium","E","SI2",558
"656",0.91,"Fair","H","SI1",3180
"657",1.28,"Premium","E","SI2",5620
"658",0.3,"Very Good","E","IF",930
"659",0.56,"Ideal","G","VVS1",2055
"660",1.01,"Premium","D","SI1",5147
"661",0.61,"Ideal","F","VS1",2366
"662",0.94,"Premium","E","SI1",4661
"663",0.3,"Premium","H","VS1",526
"664",0.31,"Very Good","F","VS2",802
"665",0.4,"Very Good","H","VVS1",968
"666",0.39,"Very Good","G","VVS1",943
"667",1.51,"Ideal","F","VS2",13325
"668",1.56,"Very Good","H","SI2",7583
"669",0.74,"Premium","I","VS1",2193
"670",0.3,"Ideal","G","VS1",624
"671",0.4,"Ideal","E","VVS2",1106
"672",0.25,"Ideal","G","SI1",407
"673",1.16,"Ideal","G","VVS1",9526
"674",1,"Very Good","H","VS1",4732
"675",0.31,"Ideal","F","VS2",802
"676",1.7,"Ideal","H","VS2",11605
"677",0.26,"Ideal","E","VVS2",769
"678",0.36,"Premium","D","VS2",852
"679",0.71,"Ideal","E","VS2",3103
"680",0.41,"Premium","D","VS1",1082
"681",0.4,"Ideal","E","VS2",912
"682",0.5,"Premium","G","VS1",1624
"683",0.44,"Premium","F","VS2",990
"684",2.75,"Ideal","D","I1",13156
"685",1.63,"Very Good","H","SI2",9504
"686",0.55,"Ideal","F","VS2",1819
"687",1.13,"Ideal","H","I1",3669
"688",1.12,"Premium","H","SI1",5266
"689",0.32,"Ideal","F","VS2",828
"690",1.03,"Ideal","F","VS1",7752
"691",0.41,"Premium","I","VVS1",1107
"692",0.3,"Premium","G","IF",956
"693",1.01,"Good","F","SI1",4369
"694",0.55,"Premium","G","SI1",1415
"695",0.26,"Ideal","G","VVS2",545
"696",1.15,"Premium","F","SI2",4437
"697",0.58,"Ideal","I","VVS1",1805
"698",0.54,"Ideal","D","VVS2",2848
"699",1.14,"Premium","F","SI1",6448
"700",1.5,"Very Good","H","VS1",9173
"701",1.03,"Premium","G","SI1",5791
"702",1.03,"Ideal","H","SI2",3172
"703",0.26,"Very Good","F","VVS2",597
"704",0.31,"Ideal","E","VVS1",936
"705",1,"Ideal","J","VS1",4144
"706",0.41,"Ideal","I","VVS2",894
"707",0.9,"Very Good","H","VS1",4592
"708",1.2,"Ideal","G","SI1",6741
"709",0.43,"Ideal","H","SI1",669
"710",1.24,"Ideal","E","SI1",7701
"711",0.39,"Good","I","VS1",737
"712",0.39,"Ideal","G","SI1",866
"713",0.3,"Ideal","E","IF",943
"714",0.34,"Ideal","I","VS1",643
"715",0.5,"Ideal","G","SI1",1153
"716",0.52,"Good","H","SI1",1056
"717",0.36,"Ideal","D","SI1",851
"718",1.01,"Very Good","I","SI1",4681
"719",0.31,"Ideal","G","VVS1",816
"720",0.38,"Good","H","SI1",633
"721",0.7,"Very Good","D","SI1",2242
"722",0.53,"Good","E","SI1",1328
"723",0.77,"Very Good","F","VS2",3692
"724",0.73,"Ideal","G","VS1",3525
"725",1.33,"Ideal","F","VVS2",15031
"726",0.35,"Premium","G","VVS2",1024
"727",0.25,"Very Good","E","VS2",480
"728",0.28,"Premium","F","VS2",567
"729",0.35,"Ideal","H","VVS1",1024
"730",0.3,"Ideal","I","VS2",407
"731",1.26,"Ideal","E","SI2",6477
"732",0.5,"Very Good","F","IF",2219
"733",0.91,"Premium","G","VVS2",5167
"734",0.71,"Good","F","SI1",2345
"735",1.12,"Ideal","H","SI1",5863
"736",1.21,"Ideal","E","SI1",7231
"737",0.79,"Very Good","I","SI1",2095
"738",0.71,"Ideal","F","VS2",3123
"739",1.08,"Premium","G","SI2",4442
"740",1.26,"Premium","F","VS1",9896
"741",0.71,"Very Good","D","VS1",3465
"742",2,"Premium","G","SI2",12521
"743",0.48,"Premium","F","VS2",1294
"744",0.58,"Good","G","VS2",1287
"745",1,"Premium","F","SI1",5060
"746",0.35,"Very Good","G","VVS1",859
"747",0.78,"Ideal","D","VS2",4183
"748",2.03,"Very Good","D","SI2",13858
"749",0.41,"Premium","D","SI1",791
"750",1,"Ideal","E","SI2",4760
"751",2.01,"Very Good","J","SI2",8949
"752",0.36,"Premium","I","VS1",729
"753",0.31,"Ideal","D","SI1",571
"754",1.3,"Premium","D","SI2",7044
"755",0.9,"Very Good","E","SI2",3697
"756",2.04,"Premium","I","SI1",14775
"757",2.2,"Premium","J","SI2",13065
"758",0.35,"Ideal","H","VS1",614
"759",0.91,"Ideal","H","VS2",4033
"760",0.4,"Ideal","F","VVS1",1263
"761",0.39,"Premium","G","IF",1271
"762",0.63,"Premium","I","VS1",1667
"763",2.06,"Very Good","G","SI2",15805
"764",0.7,"Ideal","D","SI2",2553
"765",1,"Very Good","F","SI2",3789
"766",1.16,"Premium","G","VVS1",11717
"767",1,"Very Good","I","VS2",4620
"768",0.3,"Premium","E","SI2",504
"769",0.36,"Very Good","F","VS2",708
"770",1,"Very Good","D","VS2",7717
"771",0.3,"Ideal","E","VS1",778
"772",1.07,"Ideal","F","VS2",6459
"773",0.3,"Fair","G","VVS1",790
"774",0.65,"Good","F","SI1",1843
"775",0.42,"Ideal","G","IF",1400
"776",1.51,"Ideal","H","SI1",8287
"777",1.08,"Very Good","J","SI2",3810
"778",0.23,"Very Good","E","VS2",400
"779",0.27,"Good","E","VS1",377
"780",0.54,"Premium","H","SI1",1154
"781",1.23,"Ideal","J","VS2",4986
"782",0.33,"Ideal","I","SI1",572
"783",0.34,"Premium","H","VS1",765
"784",0.29,"Very Good","F","VVS1",664
"785",0.41,"Ideal","G","IF",1259
"786",0.72,"Ideal","I","SI1",2351
"787",0.54,"Ideal","G","VVS1",2080
"788",0.23,"Very Good","F","VVS2",472
"789",0.7,"Premium","G","SI1",2352
"790",0.31,"Premium","I","VS1",628
"791",0.32,"Ideal","F","VVS2",739
"792",0.9,"Good","G","SI1",3669
"793",0.3,"Premium","D","VS2",710
"794",0.31,"Ideal","G","VS2",698
"795",0.4,"Ideal","F","VVS1",1323
"796",1.51,"Ideal","G","VS2",12551
"797",0.9,"Premium","F","SI2",3704
"798",0.54,"Very Good","D","VS2",1885
"799",1.55,"Ideal","F","SI2",9808
"800",0.41,"Ideal","E","VVS2",1432
"801",2,"Good","H","VS2",18023
"802",1.19,"Ideal","I","SI1",5331
"803",0.9,"Very Good","E","SI2",3342
"804",1.14,"Premium","I","VS1",5291
"805",0.52,"Ideal","F","VS1",1767
"806",1.51,"Very Good","I","VVS2",9416
"807",0.7,"Ideal","I","VVS1",2966
"808",0.72,"Ideal","E","SI1",2608
"809",0.3,"Very Good","E","VS1",620
"810",0.54,"Ideal","D","VS2",1993
"811",0.5,"Very Good","G","VS2",1351
"812",0.33,"Premium","I","SI1",445
"813",0.32,"Premium","F","SI2",540
"814",1.01,"Premium","G","SI2",4327
"815",1.01,"Very Good","G","IF",9063
"816",0.71,"Good","D","SI1",2450
"817",0.35,"Premium","E","SI1",788
"818",0.42,"Ideal","G","IF",1400
"819",1,"Very Good","G","SI1",4997
"820",0.32,"Ideal","E","VS2",900
"821",1,"Ideal","F","SI2",4155
"822",0.4,"Premium","E","SI2",666
"823",0.32,"Ideal","F","VS2",828
"824",1,"Premium","E","SI2",4620
"825",1.52,"Premium","H","VS2",9704
"826",0.73,"Good","F","VVS2",3616
"827",1.5,"Very Good","I","VVS2",10090
"828",0.37,"Premium","D","VVS2",1145
"829",1.24,"Very Good","J","I1",2940
"830",1.56,"Ideal","I","VS1",10399
"831",0.71,"Ideal","D","SI1",3502
"832",1.19,"Premium","H","SI1",5802
"833",0.91,"Ideal","F","SI2",3812
"834",0.26,"Ideal","G","VVS1",605
"835",0.3,"Ideal","D","VVS1",1112
"836",0.34,"Premium","G","VS2",765
"837",0.33,"Ideal","F","VVS1",854
"838",0.91,"Good","F","SI1",4279
"839",1.21,"Ideal","F","VS2",8348
"840",1.18,"Premium","G","VVS2",9188
"841",0.9,"Premium","H","VS1",4234
"842",0.7,"Premium","D","SI2",2596
"843",0.26,"Premium","E","VVS2",724
"844",0.37,"Premium","G","VS2",649
"845",1.08,"Very Good","G","SI2",4318
"846",1.01,"Premium","E","SI1",5226
"847",1.14,"Ideal","G","IF",12458
"848",0.56,"Ideal","D","IF",4293
"849",0.8,"Ideal","H","SI1",2553
"850",1.51,"Premium","J","VS2",7553
"851",0.33,"Ideal","F","VS2",666
"852",0.41,"Ideal","I","VS2",1056
"853",0.55,"Ideal","G","VS1",1591
"854",0.7,"Premium","G","SI1",2170
"855",1.01,"Very Good","F","SI1",4549
"856",1.01,"Premium","E","VS2",5430
"857",0.29,"Ideal","E","VVS2",815
"858",1.22,"Ideal","G","VS1",9166
"859",0.31,"Ideal","E","VS2",872
"860",0.36,"Ideal","G","VVS2",776
"861",1.03,"Ideal","G","VS1",7119
"862",0.64,"Ideal","F","VVS2",3217
"863",0.34,"Very Good","G","VVS2",713
"864",1.2,"Good","G","SI2",5310
"865",1.01,"Very Good","G","SI1",4672
"866",1.58,"Ideal","I","VVS1",11435
"867",1.01,"Very Good","H","VS2",4208
"868",0.54,"Premium","G","VS2",1637
"869",1.01,"Ideal","H","SI1",5029
"870",1.51,"Premium","H","SI2",7340
"871",1.05,"Very Good","E","SI1",5494
"872",1.57,"Premium","H","VS1",11711
"873",1.8,"Ideal","H","SI1",9399
"874",2.01,"Very Good","I","VS2",15819
"875",0.77,"Ideal","F","SI1",3169
"876",0.78,"Ideal","D","SI2",2722
"877",0.78,"Very Good","E","SI2",2512
"878",0.71,"Ideal","E","VS1",3464
"879",2.01,"Ideal","I","SI1",10389
"880",1,"Very Good","H","VS2",5046
"881",0.9,"Premium","H","VS2",4082
"882",0.36,"Very Good","D","SI2",501
"883",1.01,"Good","F","SI1",4899
"884",0.4,"Premium","J","VS1",631
"885",1,"Good","G","VS2",5766
"886",0.3,"Premium","E","SI1",526
"887",0.42,"Ideal","F","SI1",931
"888",2.02,"Very Good","H","SI1",18236
"889",0.61,"Very Good","G","VS1",2082
"890",0.46,"Premium","G","VVS2",1314
"891",0.59,"Good","I","SI2",1180
"892",0.45,"Fair","F","VS1",945
"893",0.38,"Very Good","F","VS1",988
"894",0.23,"Very Good","E","VVS2",458
"895",0.71,"Good","F","VS2",2320
"896",0.41,"Very Good","F","SI1",904
"897",0.42,"Good","F","VS1",1088
"898",1.57,"Premium","I","SI2",7976
"899",0.41,"Very Good","H","SI2",593
"900",1,"Good","E","SI2",3752
"901",1.23,"Ideal","H","SI2",6088
"902",1.2,"Ideal","H","VS2",6487
"903",0.78,"Very Good","H","VS1",2947
"904",0.61,"Ideal","E","VVS2",3056
"905",0.7,"Ideal","E","SI2",2239
"906",0.4,"Very Good","D","VS2",918
"907",0.35,"Ideal","E","VVS1",967
"908",0.51,"Ideal","G","IF",2146
"909",1.11,"Very Good","G","VS1",7503
"910",0.72,"Ideal","E","VS1",3947
"911",0.74,"Very Good","F","SI2",2298
"912",0.59,"Ideal","G","VS1",1803
"913",0.41,"Ideal","E","SI1",969
"914",0.72,"Good","F","VS1",2795
"915",0.5,"Ideal","F","VVS2",2052
"916",0.35,"Premium","E","SI1",614
"917",0.5,"Very Good","E","SI2",1154
"918",0.96,"Ideal","G","SI2",3858
"919",0.9,"Very Good","F","SI1",3950
"920",2.71,"Premium","E","SI2",17146
"921",1.1,"Premium","F","SI2",4832
"922",0.71,"Good","E","SI1",2631
"923",1,"Ideal","F","VS1",7056
"924",1.01,"Very Good","E","SI1",5339
"925",0.33,"Ideal","G","VVS1",1114
"926",0.86,"Very Good","G","SI1",3293
"927",0.52,"Ideal","E","SI2",1412
"928",0.7,"Very Good","E","SI1",2239
"929",1.23,"Very Good","H","VS1",7276
"930",0.31,"Ideal","H","VVS2",625
"931",0.51,"Good","F","VS2",1574
"932",1.01,"Fair","E","SI1",4181
"933",0.83,"Ideal","F","SI1",3774
"934",1.54,"Ideal","I","SI1",9942
"935",0.32,"Ideal","G","SI2",540
"936",0.41,"Very Good","E","SI1",755
"937",0.36,"Ideal","H","VS1",631
"938",0.61,"Ideal","H","VS2",1591
"939",1.1,"Ideal","H","SI1",4764
"940",1.02,"Premium","F","SI1",5301
"941",0.5,"Very Good","J","SI1",963
"942",1.2,"Ideal","G","SI2",5484
"943",0.77,"Very Good","G","VS1",2986
"944",0.42,"Ideal","E","VVS2",1216
"945",0.9,"Very Good","E","SI1",4760
"946",1.01,"Fair","I","SI2",3054
"947",2.6,"Ideal","J","SI2",18369
"948",0.75,"Very Good","E","SI1",2698
"949",0.3,"Premium","F","VS2",673
"950",1.05,"Ideal","G","VS1",7440
"951",0.76,"Ideal","H","VVS1",3423
"952",0.4,"Very Good","G","SI1",673
"953",1.21,"Ideal","G","VS1",10685
"954",0.7,"Ideal","I","SI1",2623
"955",0.82,"Very Good","I","VS1",2583
"956",1.11,"Ideal","E","SI1",7218
"957",1.2,"Very Good","F","SI1",6872
"958",0.4,"Ideal","E","VVS2",1238
"959",0.41,"Very Good","F","VS1",1007
"960",0.52,"Ideal","E","VS2",1815
"961",0.5,"Ideal","D","VS2",1712
"962",1.14,"Premium","F","VVS1",11654
"963",1,"Ideal","H","SI1",4564
"964",1.21,"Premium","G","VVS2",9541
"965",1.01,"Premium","F","VS2",6533
"966",0.48,"Fair","G","VVS2",1367
"967",1.58,"Ideal","I","SI1",9176
"968",0.21,"Premium","E","VS2",386
"969",2.39,"Premium","H","SI1",15917
"970",0.72,"Ideal","G","SI2",2451
"971",0.51,"Premium","E","SI2",1294
"972",0.31,"Ideal","G","VVS1",789
"973",0.3,"Ideal","F","VS1",731
"974",2.02,"Premium","H","SI2",15606
"975",0.54,"Ideal","G","VVS1",2030
"976",0.33,"Very Good","F","SI2",434
"977",0.7,"Ideal","J","SI1",2096
"978",0.43,"Premium","H","VS1",1113
"979",0.7,"Ideal","E","VS1",3309
"980",0.36,"Very Good","G","VVS2",858
"981",0.54,"Ideal","E","VS2",1847
"982",1.4,"Ideal","G","VVS1",15134
"983",0.28,"Very Good","E","VS1",428
"984",0.5,"Good","F","VS2",1333
"985",0.52,"Ideal","D","VVS2",2217
"986",1.01,"Premium","G","IF",7220
"987",1,"Very Good","E","SI2",3763
"988",2.04,"Premium","J","VS2",13600
"989",0.58,"Ideal","E","VS2",1903
"990",2.01,"Premium","H","SI2",14364
"991",0.37,"Ideal","F","VVS2",920
"992",0.44,"Premium","G","SI1",990
"993",0.31,"Ideal","F","VS2",640
"994",0.3,"Very Good","G","VVS2",684
"995",0.96,"Ideal","F","VS1",5767
"996",0.9,"Ideal","J","IF",3677
"997",0.32,"Premium","E","VVS1",954
"998",0.51,"Ideal","E","SI1",1443
"999",1.03,"Very Good","H","SI1",4573
"1000",0.27,"Premium","H","VVS2",623
"1001",0.73,"Ideal","F","SI2",2355
"1002",0.7,"Premium","F","VS2",2838
"1003",0.3,"Fair","D","VVS2",772
"1004",1.53,"Very Good","F","VS1",15079
"1005",0.42,"Very Good","D","SI2",838
"1006",0.9,"Premium","D","SI1",4304
"1007",0.41,"Premium","D","VVS2",1105
"1008",0.91,"Very Good","H","VS2",4201
"1009",0.54,"Ideal","F","VS1",1799
"1010",0.59,"Ideal","E","SI1",1994
"1011",1.96,"Very Good","H","SI2",13099
"1012",0.3,"Ideal","D","SI1",552
"1013",0.97,"Premium","H","SI2",3346
"1014",1.31,"Ideal","H","SI2",6225
"1015",0.72,"Premium","H","SI1",2334
"1016",0.3,"Premium","H","VVS1",819
"1017",0.62,"Premium","F","SI2",1234
"1018",0.9,"Good","I","VS2",3353
"1019",0.47,"Very Good","J","VS1",854
"1020",2.02,"Premium","I","SI2",13991
"1021",0.3,"Good","D","VS2",608
"1022",0.41,"Ideal","F","VVS2",1115
"1023",0.3,"Ideal","G","VS1",605
"1024",1,"Very Good","E","VS2",7607
"1025",0.34,"Ideal","G","VS2",765
"1026",1.09,"Good","F","SI2",4766
"1027",0.32,"Very Good","F","VS2",602
"1028",1.01,"Premium","H","VS2",5166
"1029",0.4,"Fair","E","VVS2",1069
"1030",0.31,"Premium","G","VVS2",707
"1031",0.54,"Premium","G","SI1",1439
"1032",1.02,"Premium","I","SI2",3856
"1033",0.74,"Ideal","G","VVS2",3922
"1034",0.31,"Ideal","D","VVS2",840
"1035",0.3,"Very Good","I","VS1",608
"1036",0.4,"Premium","E","SI1",882
"1037",1.01,"Ideal","E","SI2",4984
"1038",1.62,"Very Good","F","VS2",14400
"1039",2.1,"Good","I","SI2",11818
"1040",0.6,"Ideal","F","VVS2",2856
"1041",2.11,"Very Good","J","SI2",12771
"1042",0.74,"Ideal","I","VVS1",2715
"1043",0.55,"Ideal","D","VS2",2030
"1044",0.41,"Premium","E","SI1",969
"1045",0.67,"Good","F","VS1",2293
"1046",1.01,"Ideal","D","VS2",7127
"1047",0.33,"Very Good","G","VS1",666
"1048",0.51,"Good","F","VVS2",1942
"1049",0.61,"Very Good","D","VS2",2266
"1050",0.42,"Premium","G","VS1",984
"1051",0.36,"Ideal","G","SI2",505
"1052",0.73,"Good","E","VS1",3471
"1053",0.72,"Premium","F","VS1",2838
"1054",0.54,"Ideal","E","VS1",2041
"1055",0.96,"Fair","F","SI2",2759
"1056",1.16,"Ideal","F","VVS2",10439
"1057",0.4,"Premium","D","VS2",982
"1058",1.51,"Very Good","J","VS1",7953
"1059",0.32,"Premium","I","VS2",576
"1060",0.28,"Ideal","G","VVS2",586
"1061",0.3,"Ideal","G","VVS1",789
"1062",1.13,"Ideal","G","VS1",7687
"1063",0.35,"Ideal","E","VS1",771
"1064",0.7,"Very Good","H","SI1",2048
"1065",0.57,"Ideal","H","SI2",1121
"1066",0.74,"Very Good","H","SI2",2138
"1067",0.35,"Very Good","H","VVS1",798
"1068",0.29,"Very Good","G","VVS1",607
"1069",0.4,"Premium","F","VS1",982
"1070",1.01,"Premium","F","VS1",7465
"1071",0.5,"Very Good","H","VVS2",1569
"1072",0.7,"Very Good","D","VS2",2999
"1073",0.5,"Very Good","I","SI1",1054
"1074",0.57,"Ideal","E","VVS2",2442
"1075",0.3,"Very Good","G","IF",743
"1076",0.41,"Premium","J","VS1",830
"1077",0.32,"Ideal","F","VVS2",786
"1078",1.51,"Good","E","SI1",11460
"1079",1.2,"Very Good","G","SI1",5918
"1080",0.72,"Ideal","I","VS2",3391
"1081",0.9,"Very Good","F","VS1",5279
"1082",0.31,"Ideal","H","VS1",544
"1083",0.38,"Ideal","I","VVS2",737
"1084",1.15,"Premium","H","SI2",4830
"1085",0.7,"Good","F","SI2",2020
"1086",0.23,"Ideal","E","VVS2",530
"1087",0.31,"Good","H","VS1",544
"1088",0.5,"Very Good","E","SI1",1316
"1089",1.21,"Premium","H","SI2",5324
"1090",1.05,"Premium","F","VVS2",8693
"1091",1.52,"Ideal","I","VS2",9176
"1092",1.34,"Ideal","I","VVS2",8079
"1093",0.29,"Very Good","E","VS1",555
"1094",0.91,"Very Good","H","SI2",3408
"1095",0.33,"Ideal","E","VS1",625
"1096",0.91,"Premium","G","SI2",3363
"1097",0.41,"Premium","G","SI1",719
"1098",1.12,"Premium","G","VS2",6683
"1099",1.51,"Very Good","E","VVS2",17689
"1100",1.03,"Ideal","I","SI1",4782
"1101",0.55,"Very Good","G","VS1",1667
"1102",0.32,"Premium","H","VS1",561
"1103",1.01,"Ideal","E","SI1",5206
"1104",1.2,"Ideal","D","VS1",11053
"1105",0.53,"Ideal","F","SI2",1078
"1106",0.33,"Premium","G","VS1",666
"1107",1.01,"Ideal","F","VS2",7411
"1108",0.9,"Good","G","SI2",3067
"1109",0.9,"Good","D","SI1",4381
"1110",1.1,"Premium","H","VS1",5673
"1111",0.91,"Ideal","F","SI2",3812
"1112",0.53,"Ideal","H","VVS1",1781
"1113",0.4,"Premium","H","VS1",793
"1114",0.31,"Ideal","D","VS2",942
"1115",1.2,"Good","H","SI1",5975
"1116",0.29,"Very Good","H","VVS1",478
"1117",0.52,"Ideal","G","VVS1",1829
"1118",0.74,"Ideal","F","SI2",2655
"1119",1.01,"Good","I","SI1",3959
"1120",0.9,"Premium","G","SI1",4455
"1121",0.4,"Ideal","F","VVS2",1015
"1122",0.7,"Very Good","D","SI1",2210
"1123",1.13,"Ideal","F","VVS2",10327
"1124",0.51,"Premium","J","VS2",1020
"1125",0.5,"Fair","G","VS1",1234
"1126",0.3,"Premium","H","VS1",576
"1127",0.63,"Ideal","E","VS2",2513
"1128",0.75,"Very Good","D","SI1",3046
"1129",0.41,"Premium","D","VVS2",1295
"1130",0.54,"Fair","F","SI1",1944
"1131",0.45,"Good","F","VS1",1144
"1132",1.62,"Very Good","H","VS2",11427
"1133",2.04,"Premium","I","SI2",15543
"1134",0.31,"Ideal","E","VS2",680
"1135",0.3,"Premium","F","IF",947
"1136",0.32,"Ideal","G","IF",918
"1137",1.32,"Premium","I","SI1",6171
"1138",1.01,"Ideal","G","SI1",4588
"1139",0.7,"Very Good","G","VS2",2338
"1140",0.93,"Fair","I","VS2",3258
"1141",0.77,"Premium","D","VS2",3291
"1142",0.53,"Ideal","I","VS1",1383
"1143",1.3,"Ideal","F","SI2",6559
"1144",0.71,"Ideal","F","SI2",2291
"1145",0.4,"Ideal","F","VVS2",1039
"1146",0.9,"Very Good","E","SI1",4795
"1147",0.23,"Premium","D","VS2",411
"1148",0.9,"Good","F","SI1",3724
"1149",1.01,"Ideal","H","SI2",4078
"1150",0.3,"Ideal","G","IF",1025
"1151",1.02,"Ideal","H","SI1",6264
"1152",1.02,"Very Good","G","SI1",4633
"1153",2.05,"Premium","D","SI1",17776
"1154",0.43,"Premium","D","VVS1",1659
"1155",1.02,"Very Good","H","SI2",3998
"1156",0.4,"Premium","I","SI2",702
"1157",1,"Premium","G","SI1",5154
"1158",0.9,"Very Good","I","VS2",3764
"1159",0.7,"Good","E","SI2",2092
"1160",0.23,"Very Good","E","VVS2",505
"1161",1.7,"Premium","F","SI2",8397
"1162",0.63,"Premium","F","SI1",1736
"1163",0.4,"Ideal","E","VS2",975
"1164",0.88,"Ideal","I","SI1",3328
"1165",0.32,"Ideal","F","VS1",876
"1166",1.01,"Very Good","G","VS2",5747
"1167",0.91,"Premium","G","SI1",3816
"1168",0.7,"Ideal","F","SI1",2665
"1169",1.24,"Ideal","H","SI1",6488
"1170",1.01,"Premium","H","SI2",3999
"1171",0.55,"Ideal","E","VS2",1596
"1172",0.51,"Ideal","H","IF",1905
"1173",2.05,"Premium","I","VS2",16896
"1174",1.18,"Ideal","G","SI2",5452
"1175",1.08,"Ideal","E","VVS1",12098
"1176",2.51,"Very Good","H","SI2",18029
"1177",0.88,"Ideal","D","SI2",3962
"1178",1.2,"Ideal","G","SI2",5826
"1179",1.01,"Premium","E","VS2",6787
"1180",0.71,"Good","G","VS2",2258
"1181",0.3,"Very Good","G","SI1",447
"1182",0.7,"Very Good","F","SI2",2177
"1183",0.35,"Ideal","D","SI2",669
"1184",0.31,"Premium","D","IF",1248
"1185",0.51,"Very Good","F","VVS2",2041
"1186",0.83,"Ideal","F","VS1",4030
"1187",0.3,"Ideal","E","VS1",775
"1188",0.5,"Premium","E","SI2",1154
"1189",1.11,"Ideal","F","VS2",7823
"1190",0.32,"Ideal","G","IF",918
"1191",0.32,"Ideal","D","VVS2",834
"1192",0.53,"Premium","D","VS2",1808
"1193",0.44,"Premium","I","VVS1",990
"1194",0.55,"Ideal","H","VVS2",1668
"1195",0.52,"Fair","F","VS1",1784
"1196",0.6,"Very Good","G","VVS1",2528
"1197",1.04,"Very Good","E","VVS2",8748
"1198",1.02,"Very Good","H","SI2",3713
"1199",0.7,"Ideal","F","SI1",2230
"1200",1.05,"Premium","H","I1",2881
"1201",0.4,"Ideal","G","VVS1",997
"1202",1,"Ideal","F","SI1",5197
"1203",0.51,"Ideal","E","VS1",1851
"1204",0.91,"Very Good","D","SI1",4389
"1205",0.3,"Ideal","D","VS2",790
"1206",1,"Fair","G","VS2",5161
"1207",0.57,"Ideal","E","VVS2",2615
"1208",0.55,"Ideal","F","SI2",1256
"1209",2.01,"Very Good","J","VS2",12683
"1210",1.01,"Very Good","F","VVS1",10019
"1211",0.39,"Ideal","E","I1",655
"1212",0.53,"Ideal","F","VS2",1753
"1213",0.3,"Very Good","D","SI1",709
"1214",0.5,"Good","E","SI2",1077
"1215",0.32,"Premium","G","VVS1",842
"1216",0.41,"Good","D","SI1",738
"1217",0.81,"Ideal","E","SI1",3413
"1218",0.8,"Ideal","D","SI1",3011
"1219",0.51,"Premium","F","SI1",1421
"1220",0.31,"Ideal","E","VS2",872
"1221",0.33,"Very Good","H","IF",787
"1222",0.52,"Good","F","SI2",1350
"1223",0.25,"Very Good","F","VVS2",576
"1224",1.02,"Fair","F","VVS2",6863
"1225",0.9,"Good","G","I1",2226
"1226",0.33,"Premium","E","SI2",594
"1227",0.52,"Ideal","G","SI1",1319
"1228",0.77,"Premium","H","VS2",2546
"1229",0.4,"Ideal","E","VS1",1053
"1230",0.4,"Very Good","E","VS2",791
"1231",0.43,"Ideal","I","VS1",1218
"1232",0.53,"Ideal","D","VS2",1585
"1233",0.35,"Ideal","D","VS1",1035
"1234",1.01,"Premium","F","VS2",6446
"1235",1.4,"Ideal","F","VVS1",16808
"1236",1.51,"Very Good","I","SI1",8214
"1237",0.72,"Very Good","D","VS2",3075
"1238",1.02,"Premium","H","SI1",3581
"1239",0.41,"Very Good","F","VVS2",1115
"1240",2.01,"Good","H","SI1",13929
"1241",0.71,"Ideal","F","VS2",3516
"1242",1.26,"Premium","G","VVS2",10302
"1243",0.74,"Very Good","F","SI1",2715
"1244",0.54,"Premium","D","VS2",1993
"1245",1.04,"Premium","E","SI2",4484
"1246",0.71,"Ideal","E","VS1",3238
"1247",0.55,"Premium","E","VS2",1881
